exchange,symbol,company_name,year,quarter,conference_date,date,has_transcript
NYSE,RL,Ralph Lauren Corporation,2022,2,2021-11-02 09:00:00,2021-11-02,NO
NYSE,RL,Ralph Lauren Corporation,2022,1,2021-08-03 09:00:00,2021-08-03,NO
NYSE,RL,Ralph Lauren Corporation,2021,4,2021-05-20 09:00:00,2021-05-20,NO
NYSE,RL,Ralph Lauren Corporation,2021,3,2021-02-04 09:00:00,2021-02-04,NO
NYSE,RL,Ralph Lauren Corporation,2021,2,2020-10-29 09:00:00,2020-10-29,NO
NYSE,RL,Ralph Lauren Corporation,2021,1,2020-08-04 09:00:00,2020-08-04,NO
NYSE,RL,Ralph Lauren Corporation,2020,4,2020-05-27 09:00:00,2020-05-27,NO
NYSE,RL,Ralph Lauren Corporation,2020,3,2020-02-04 09:00:00,2020-02-04,NO
NYSE,RL,Ralph Lauren Corporation,2020,2,2019-11-07 09:00:00,2019-11-07,NO
NYSE,RL,Ralph Lauren Corporation,2020,1,2019-07-30 09:00:00,2019-07-30,NO
NYSE,RL,Ralph Lauren Corporation,2019,4,2019-05-14 09:00:00,2019-05-14,NO
NYSE,RL,Ralph Lauren Corporation,2019,3,2019-02-05 09:00:00,2019-02-05,NO
NYSE,WST,"West Pharmaceutical Services, Inc.",2025,2,2025-07-24 08:00:00,2025-07-24,YES
NYSE,WST,"West Pharmaceutical Services, Inc.",2025,1,2025-04-24 09:00:00,2025-04-24,YES
NYSE,WST,"West Pharmaceutical Services, Inc.",2024,4,2025-02-13 09:00:00,2025-02-13,YES
NYSE,WST,"West Pharmaceutical Services, Inc.",2024,3,2024-10-24 09:00:00,2024-10-24,YES
NYSE,WST,"West Pharmaceutical Services, Inc.",2024,2,2024-07-25 09:00:00,2024-07-25,YES
NYSE,WST,"West Pharmaceutical Services, Inc.",2024,1,2024-04-25 09:00:00,2024-04-25,YES
NYSE,WST,"West Pharmaceutical Services, Inc.",2023,4,2024-02-15 09:00:00,2024-02-15,NO
NYSE,WST,"West Pharmaceutical Services, Inc.",2023,3,2023-10-26 09:00:00,2023-10-26,NO
NYSE,WST,"West Pharmaceutical Services, Inc.",2023,2,2023-07-27 09:00:00,2023-07-27,NO
NYSE,WST,"West Pharmaceutical Services, Inc.",2023,1,2023-04-27 09:00:00,2023-04-27,NO
NYSE,WST,"West Pharmaceutical Services, Inc.",2022,4,2023-02-16 09:00:00,2023-02-16,NO
NYSE,WST,"West Pharmaceutical Services, Inc.",2022,3,2022-10-27 09:00:00,2022-10-27,NO
NYSE,WST,"West Pharmaceutical Services, Inc.",2022,2,2022-07-28 09:00:00,2022-07-28,NO
NYSE,WST,"West Pharmaceutical Services, Inc.",2022,1,2022-04-28 09:00:00,2022-04-28,NO
NYSE,WST,"West Pharmaceutical Services, Inc.",2021,4,2022-02-24 07:00:00,2022-02-24,NO
NYSE,WST,"West Pharmaceutical Services, Inc.",2021,3,2021-10-28 09:00:00,2021-10-28,NO
NYSE,WST,"West Pharmaceutical Services, Inc.",2021,2,2021-07-29 09:00:00,2021-07-29,NO
NYSE,WST,"West Pharmaceutical Services, Inc.",2021,1,2021-04-29 09:00:00,2021-04-29,NO
NYSE,GDDY,GoDaddy Inc.,2025,2,2025-08-07 17:00:00,2025-08-07,YES
NYSE,GDDY,GoDaddy Inc.,2025,1,2025-05-01 17:00:00,2025-05-01,YES
NYSE,GDDY,GoDaddy Inc.,2024,4,2025-02-13 17:00:00,2025-02-13,YES
NYSE,GDDY,GoDaddy Inc.,2024,3,2024-10-30 17:00:00,2024-10-30,YES
NYSE,GDDY,GoDaddy Inc.,2024,2,2024-08-01 17:00:00,2024-08-01,YES
NYSE,GDDY,GoDaddy Inc.,2024,1,2024-05-02 17:00:00,2024-05-02,YES
NYSE,GDDY,GoDaddy Inc.,2023,4,2024-02-13 17:00:00,2024-02-13,NO
NYSE,GDDY,GoDaddy Inc.,2023,3,2023-11-02 17:00:00,2023-11-02,NO
NYSE,GDDY,GoDaddy Inc.,2023,2,2023-08-03 17:00:00,2023-08-03,NO
NYSE,GDDY,GoDaddy Inc.,2023,1,2023-05-04 17:00:00,2023-05-04,NO
NYSE,GDDY,GoDaddy Inc.,2022,4,2023-02-14 17:00:00,2023-02-14,NO
NYSE,GDDY,GoDaddy Inc.,2022,3,2022-11-03 17:00:00,2022-11-03,NO
NYSE,GDDY,GoDaddy Inc.,2022,2,2022-08-03 17:00:00,2022-08-03,NO
NYSE,GDDY,GoDaddy Inc.,2022,1,2022-05-04 17:00:00,2022-05-04,NO
NYSE,GDDY,GoDaddy Inc.,2021,4,2022-02-10 17:00:00,2022-02-10,NO
NYSE,GDDY,GoDaddy Inc.,2021,1,2021-05-05 17:00:00,2021-05-05,NO
NYSE,GDDY,GoDaddy Inc.,2020,4,2021-02-12 17:00:00,2021-02-12,NO
NYSE,GDDY,GoDaddy Inc.,2020,3,2020-12-04 17:00:00,2020-12-04,NO
NYSE,GDDY,GoDaddy Inc.,2020,2,2020-08-03 05:00:00,2020-08-03,NO
NYSE,GDDY,GoDaddy Inc.,2020,1,2020-05-06 17:00:00,2020-05-06,NO
NYSE,GDDY,GoDaddy Inc.,2019,4,2020-02-13 17:00:00,2020-02-13,NO
NYSE,GDDY,GoDaddy Inc.,2019,3,2019-12-06 17:00:00,2019-12-06,NO
NYSE,GDDY,GoDaddy Inc.,2019,2,2019-08-01 17:00:00,2019-08-01,NO
NYSE,GDDY,GoDaddy Inc.,2019,1,2019-05-02 17:00:00,2019-05-02,NO
NYSE,GDDY,GoDaddy Inc.,2018,4,2019-02-20 17:00:00,2019-02-20,NO
NYSE,AMCR,Amcor plc,2025,4,2025-08-14 08:00:00,2025-08-14,YES
NYSE,AMCR,Amcor plc,2025,3,2025-05-01 17:30:00,2025-05-01,YES
NYSE,AMCR,Amcor plc,2025,2,2025-02-04 08:00:00,2025-02-04,YES
NYSE,AMCR,Amcor plc,2025,1,2024-10-31 17:30:00,2024-10-31,YES
NYSE,AMCR,Amcor plc,2024,4,2024-08-15 17:30:00,2024-08-15,YES
NYSE,AMCR,Amcor plc,2024,3,2024-04-30 17:30:00,2024-04-30,YES
NYSE,AMCR,Amcor plc,2024,2,2024-02-06 08:30:00,2024-02-06,YES
NYSE,AMCR,Amcor plc,2024,1,2023-11-01 08:30:00,2023-11-01,YES
NYSE,AMCR,Amcor plc,2023,4,2023-08-16 07:30:00,2023-08-16,NO
NYSE,AMCR,Amcor plc,2023,3,2023-05-03 07:30:00,2023-05-03,NO
NYSE,AMCR,Amcor plc,2023,1,2022-11-01 17:30:00,2022-11-01,NO
NYSE,AMCR,Amcor plc,2022,4,2022-08-17 17:30:00,2022-08-17,NO
NYSE,AMCR,Amcor plc,2022,3,2021-05-03 07:30:00,2021-05-03,NO
NYSE,AMCR,Amcor plc,2022,2,2022-02-01 21:30:00,2022-02-01,NO
NYSE,AMCR,Amcor plc,2022,1,2021-11-02 17:30:00,2021-11-02,NO
NYSE,AMCR,Amcor plc,2021,4,2021-08-17 17:30:00,2021-08-17,NO
NYSE,AMCR,Amcor plc,2021,3,2021-05-04 17:30:00,2021-05-04,NO
NYSE,AMCR,Amcor plc,2021,1,2020-11-05 17:00:00,2020-11-05,NO
NYSE,APTV,Aptiv PLC,2025,2,2025-07-31 08:00:00,2025-07-31,YES
NYSE,APTV,Aptiv PLC,2025,1,2025-05-01 08:00:00,2025-05-01,YES
NYSE,APTV,Aptiv PLC,2024,4,2025-02-06 08:00:00,2025-02-06,YES
NYSE,APTV,Aptiv PLC,2024,3,2024-10-31 08:00:00,2024-10-31,YES
NYSE,APTV,Aptiv PLC,2024,2,2024-08-01 08:00:00,2024-08-01,YES
NYSE,APTV,Aptiv PLC,2024,1,2024-05-02 08:00:00,2024-05-02,YES
NYSE,APTV,Aptiv PLC,2023,4,2024-01-31 08:00:00,2024-01-31,NO
NYSE,APTV,Aptiv PLC,2023,3,2023-11-02 08:00:00,2023-11-02,NO
NASDAQ,FFIV,"F5, Inc.",2025,3,2025-07-30 16:30:00,2025-07-30,YES
NASDAQ,FFIV,"F5, Inc.",2025,2,2025-04-28 16:30:00,2025-04-28,YES
NASDAQ,FFIV,"F5, Inc.",2025,1,2025-01-28 16:30:00,2025-01-28,YES
NASDAQ,FFIV,"F5, Inc.",2024,4,2024-10-28 16:30:00,2024-10-28,YES
NASDAQ,FFIV,"F5, Inc.",2024,3,2024-07-29 16:30:00,2024-07-29,YES
NASDAQ,FFIV,"F5, Inc.",2024,2,2024-04-29 16:30:00,2024-04-29,YES
NASDAQ,FFIV,"F5, Inc.",2024,1,2024-01-29 16:30:00,2024-01-29,YES
NASDAQ,FFIV,"F5, Inc.",2023,4,2023-10-24 16:30:00,2023-10-24,NO
NASDAQ,FFIV,"F5, Inc.",2023,3,2023-07-24 16:30:00,2023-07-24,NO
NASDAQ,FFIV,"F5, Inc.",2023,2,2023-04-19 17:00:00,2023-04-19,NO
NASDAQ,FFIV,"F5, Inc.",2023,1,2023-01-24 16:30:00,2023-01-24,NO
NASDAQ,FFIV,"F5, Inc.",2022,4,2022-10-25 16:30:00,2022-10-25,NO
NASDAQ,FFIV,"F5, Inc.",2022,3,2022-07-25 16:30:00,2022-07-25,NO
NASDAQ,FFIV,"F5, Inc.",2022,2,2022-04-26 16:30:00,2022-04-26,NO
NASDAQ,FFIV,"F5, Inc.",2022,1,2022-01-25 16:30:00,2022-01-25,NO
NASDAQ,FFIV,"F5, Inc.",2021,4,2021-10-26 16:30:00,2021-10-26,NO
NASDAQ,FFIV,"F5, Inc.",2021,3,2021-07-26 16:30:00,2021-07-26,NO
NASDAQ,FFIV,"F5, Inc.",2021,2,2021-04-27 16:30:00,2021-04-27,NO
NASDAQ,FFIV,"F5, Inc.",2021,1,2021-01-26 16:30:00,2021-01-26,NO
NYSE,LII,"Lennox International, Inc.",2025,2,2025-07-23 08:30:00,2025-07-23,YES
NYSE,LII,"Lennox International, Inc.",2025,1,2025-04-23 09:30:00,2025-04-23,YES
NYSE,LII,"Lennox International, Inc.",2024,4,2025-01-29 09:30:00,2025-01-29,YES
NYSE,LII,"Lennox International, Inc.",2024,3,2024-10-23 09:30:00,2024-10-23,YES
NYSE,LII,"Lennox International, Inc.",2024,2,2024-07-24 09:30:00,2024-07-24,YES
NYSE,LII,"Lennox International, Inc.",2024,1,2024-04-24 09:30:00,2024-04-24,YES
NYSE,LII,"Lennox International, Inc.",2023,4,2024-01-31 09:30:00,2024-01-31,NO
NYSE,LII,"Lennox International, Inc.",2023,3,2023-10-26 09:30:00,2023-10-26,NO
NYSE,LII,"Lennox International, Inc.",2023,2,2023-07-27 08:30:00,2023-07-27,NO
NYSE,LII,"Lennox International, Inc.",2023,1,2023-04-27 08:30:00,2023-04-27,NO
NYSE,LII,"Lennox International, Inc.",2022,4,2023-01-31 08:30:00,2023-01-31,NO
NYSE,LII,"Lennox International, Inc.",2022,3,2022-10-27 09:30:00,2022-10-27,NO
NYSE,LII,"Lennox International, Inc.",2022,2,2022-07-28 08:30:00,2022-07-28,NO
NYSE,LII,"Lennox International, Inc.",2022,1,2022-04-25 08:30:00,2022-04-25,NO
NYSE,LII,"Lennox International, Inc.",2021,4,2022-02-01 08:30:00,2022-02-01,NO
NYSE,LII,"Lennox International, Inc.",2021,3,2021-10-25 08:30:00,2021-10-25,NO
NYSE,LII,"Lennox International, Inc.",2021,2,2021-07-26 08:30:00,2021-07-26,NO
NYSE,LII,"Lennox International, Inc.",2021,1,2021-04-26 08:30:00,2021-04-26,NO
NYSE,LII,"Lennox International, Inc.",2020,4,2021-02-02 08:30:00,2021-02-02,NO
NASDAQ,PFG,Principal Financial Group Inc,2025,2,2025-07-29 10:00:00,2025-07-29,YES
NASDAQ,PFG,Principal Financial Group Inc,2025,1,2025-04-25 10:00:00,2025-04-25,YES
NASDAQ,PFG,Principal Financial Group Inc,2024,4,2025-02-07 09:00:00,2025-02-07,YES
NASDAQ,PFG,Principal Financial Group Inc,2024,3,2024-10-25 10:00:00,2024-10-25,YES
NASDAQ,PFG,Principal Financial Group Inc,2024,2,2024-07-26 10:00:00,2024-07-26,YES
NASDAQ,PFG,Principal Financial Group Inc,2024,1,2024-04-26 10:00:00,2024-04-26,YES
NASDAQ,PFG,Principal Financial Group Inc,2023,4,2024-02-13 10:00:00,2024-02-13,NO
NASDAQ,PFG,Principal Financial Group Inc,2023,3,2023-10-27 10:00:00,2023-10-27,NO
NASDAQ,PFG,Principal Financial Group Inc,2023,2,2023-07-28 10:00:00,2023-07-28,NO
NASDAQ,PFG,Principal Financial Group Inc,2023,1,2023-04-28 10:00:00,2023-04-28,NO
NASDAQ,PFG,Principal Financial Group Inc,2022,4,2023-01-31 10:00:00,2023-01-31,NO
NASDAQ,PFG,Principal Financial Group Inc,2022,3,2022-10-28 10:00:00,2022-10-28,NO
NASDAQ,PFG,Principal Financial Group Inc,2022,2,2022-08-09 10:00:00,2022-08-09,NO
NASDAQ,PFG,Principal Financial Group Inc,2022,1,2022-04-29 10:00:00,2022-04-29,NO
NASDAQ,PFG,Principal Financial Group Inc,2021,4,2022-02-08 10:00:00,2022-02-08,NO
NASDAQ,PFG,Principal Financial Group Inc,2021,3,2021-10-27 10:00:00,2021-10-27,NO
NASDAQ,PFG,Principal Financial Group Inc,2021,2,2021-07-28 10:00:00,2021-07-28,NO
NASDAQ,PFG,Principal Financial Group Inc,2021,1,2021-04-28 10:00:00,2021-04-28,NO
NASDAQ,PFG,Principal Financial Group Inc,2020,4,2021-01-29 10:00:00,2021-01-29,NO
NASDAQ,PFG,Principal Financial Group Inc,2020,3,2020-10-27 10:00:00,2020-10-27,NO
NYSE,PNR,Pentair PLC,2025,2,2025-07-22 09:00:00,2025-07-22,YES
NYSE,PNR,Pentair PLC,2025,1,2025-04-22 09:00:00,2025-04-22,YES
NYSE,PNR,Pentair PLC,2024,4,2025-02-04 09:00:00,2025-02-04,YES
NYSE,PNR,Pentair PLC,2024,3,2024-10-22 09:00:00,2024-10-22,YES
NYSE,PNR,Pentair PLC,2024,2,2024-07-23 09:00:00,2024-07-23,YES
NYSE,PNR,Pentair PLC,2024,1,2024-04-23 09:00:00,2024-04-23,YES
NYSE,PNR,Pentair PLC,2023,4,2024-01-30 09:00:00,2024-01-30,NO
NYSE,PNR,Pentair PLC,2023,3,2023-10-24 09:00:00,2023-10-24,NO
NYSE,PNR,Pentair PLC,2023,2,2023-07-27 09:00:00,2023-07-27,NO
NYSE,PNR,Pentair PLC,2023,1,2023-04-27 09:00:00,2023-04-27,NO
NYSE,PNR,Pentair PLC,2022,4,2023-01-31 09:00:00,2023-01-31,NO
NYSE,PNR,Pentair PLC,2022,3,2022-10-25 09:00:00,2022-10-25,NO
NYSE,PNR,Pentair PLC,2022,2,2022-07-26 09:00:00,2022-07-26,NO
NYSE,PNR,Pentair PLC,2022,1,2022-04-21 09:00:00,2022-04-21,NO
NYSE,PNR,Pentair PLC,2021,4,2022-02-01 09:00:00,2022-02-01,NO
NYSE,PNR,Pentair PLC,2021,3,2021-10-26 09:00:00,2021-10-26,NO
NYSE,PNR,Pentair PLC,2021,2,2021-07-27 09:00:00,2021-07-27,NO
NYSE,PNR,Pentair PLC,2021,1,2021-04-22 09:00:00,2021-04-22,NO
NYSE,PNR,Pentair PLC,2020,4,2021-01-28 09:00:00,2021-01-28,NO
NYSE,PNR,Pentair PLC,2020,3,2020-10-20 09:00:00,2020-10-20,NO
NYSE,SNA,Snap-On Incorporated,2025,2,2025-07-17 10:00:00,2025-07-17,YES
NYSE,SNA,Snap-On Incorporated,2025,1,2025-04-17 10:00:00,2025-04-17,YES
NYSE,SNA,Snap-On Incorporated,2024,4,2025-02-06 17:00:00,2025-02-06,YES
NYSE,SNA,Snap-On Incorporated,2024,3,2024-10-17 10:00:00,2024-10-17,YES
NYSE,SNA,Snap-On Incorporated,2024,2,2024-07-18 10:00:00,2024-07-18,YES
NYSE,SNA,Snap-On Incorporated,2024,1,2024-04-18 10:00:00,2024-04-18,YES
NYSE,SNA,Snap-On Incorporated,2023,4,2024-02-08 10:00:00,2024-02-08,NO
NYSE,SNA,Snap-On Incorporated,2023,3,2023-10-19 10:00:00,2023-10-19,NO
NYSE,SNA,Snap-On Incorporated,2023,2,2023-07-20 10:00:00,2023-07-20,NO
NYSE,SNA,Snap-On Incorporated,2023,1,2023-04-20 10:00:00,2023-04-20,NO
NYSE,SNA,Snap-On Incorporated,2022,4,2023-02-02 09:00:00,2023-02-02,NO
NYSE,SNA,Snap-On Incorporated,2022,3,2022-10-20 10:00:00,2022-10-20,NO
NYSE,SNA,Snap-On Incorporated,2022,2,2022-07-21 10:00:00,2022-07-21,NO
NYSE,SNA,Snap-On Incorporated,2022,1,2022-04-21 10:00:00,2022-04-21,NO
NYSE,SNA,Snap-On Incorporated,2021,4,2022-02-03 10:00:00,2022-02-03,NO
NYSE,SNA,Snap-On Incorporated,2021,3,2021-10-21 10:00:00,2021-10-21,NO
NYSE,SNA,Snap-On Incorporated,2021,2,2021-07-22 10:00:00,2021-07-22,NO
NYSE,SNA,Snap-On Incorporated,2021,1,2021-04-22 10:00:00,2021-04-22,NO
NYSE,SNA,Snap-On Incorporated,2020,4,2021-02-04 10:00:00,2021-02-04,NO
NYSE,MKC,"McCormick & Company, Incorporated",2025,3,2025-10-07 08:00:00,2025-10-07,FUTURE
NYSE,MKC,"McCormick & Company, Incorporated",2025,2,2025-06-26 08:00:00,2025-06-26,YES
NYSE,MKC,"McCormick & Company, Incorporated",2025,1,2025-03-25 08:00:00,2025-03-25,YES
NYSE,MKC,"McCormick & Company, Incorporated",2024,4,2025-01-23 08:00:00,2025-01-23,YES
NYSE,MKC,"McCormick & Company, Incorporated",2024,3,2024-10-01 08:00:00,2024-10-01,YES
NYSE,MKC,"McCormick & Company, Incorporated",2024,2,2024-06-27 08:00:00,2024-06-27,YES
NYSE,MKC,"McCormick & Company, Incorporated",2024,1,2024-03-26 08:00:00,2024-03-26,YES
NYSE,MKC,"McCormick & Company, Incorporated",2023,4,2024-01-25 08:00:00,2024-01-25,NO
NYSE,MKC,"McCormick & Company, Incorporated",2023,3,2023-10-03 08:00:00,2023-10-03,NO
NYSE,MKC,"McCormick & Company, Incorporated",2023,2,2023-06-29 08:00:00,2023-06-29,NO
NYSE,MKC,"McCormick & Company, Incorporated",2023,1,2023-03-28 08:00:00,2023-03-28,NO
NYSE,MKC,"McCormick & Company, Incorporated",2022,4,2023-01-26 08:00:00,2023-01-26,NO
NYSE,MKC,"McCormick & Company, Incorporated",2022,3,2022-10-06 08:00:00,2022-10-06,NO
NYSE,MKC,"McCormick & Company, Incorporated",2022,2,2022-06-29 08:00:00,2022-06-29,NO
NYSE,MKC,"McCormick & Company, Incorporated",2022,1,2022-03-29 08:00:00,2022-03-29,NO
NYSE,MKC,"McCormick & Company, Incorporated",2021,4,2022-01-27 08:00:00,2022-01-27,NO
NYSE,MKC,"McCormick & Company, Incorporated",2021,3,2021-09-30 08:00:00,2021-09-30,NO
NYSE,MKC,"McCormick & Company, Incorporated",2021,2,2021-07-01 08:00:00,2021-07-01,NO
NYSE,MKC,"McCormick & Company, Incorporated",2021,1,2021-03-30 08:00:00,2021-03-30,NO
NYSE,MKC,"McCormick & Company, Incorporated",2020,4,2021-01-28 08:00:00,2021-01-28,NO
NYSE,CTRA,Coterra Energy Inc.,2025,2,2025-08-05 09:00:00,2025-08-05,YES
NYSE,CTRA,Coterra Energy Inc.,2025,1,2025-05-06 10:00:00,2025-05-06,YES
NYSE,CTRA,Coterra Energy Inc.,2024,4,2025-02-25 10:00:00,2025-02-25,YES
NYSE,CTRA,Coterra Energy Inc.,2024,3,2024-11-01 09:00:00,2024-11-01,YES
NYSE,CTRA,Coterra Energy Inc.,2024,2,2024-08-02 09:00:00,2024-08-02,YES
NYSE,CTRA,Coterra Energy Inc.,2024,1,2024-05-03 09:00:00,2024-05-03,YES
NYSE,CTRA,Coterra Energy Inc.,2023,4,2024-02-23 10:00:00,2024-02-23,NO
NYSE,CTRA,Coterra Energy Inc.,2023,3,2023-11-07 10:00:00,2023-11-07,NO
NYSE,CTRA,Coterra Energy Inc.,2023,2,2023-08-08 10:00:00,2023-08-08,NO
NYSE,CTRA,Coterra Energy Inc.,2023,1,2023-05-05 10:00:00,2023-05-05,NO
NYSE,CTRA,Coterra Energy Inc.,2022,4,2023-02-23 10:00:00,2023-02-23,NO
NYSE,CTRA,Coterra Energy Inc.,2022,3,2022-11-04 10:00:00,2022-11-04,NO
NYSE,CTRA,Coterra Energy Inc.,2022,2,2022-08-03 09:00:00,2022-08-03,NO
NYSE,CTRA,Coterra Energy Inc.,2022,1,2022-05-03 10:00:00,2022-05-03,NO
NYSE,CTRA,Coterra Energy Inc.,2021,4,2022-02-24 09:00:00,2022-02-24,NO
NYSE,CTRA,Coterra Energy Inc.,2021,3,2021-11-03 09:30:00,2021-11-03,NO
NYSE,CTRA,Coterra Energy Inc.,2020,3,2020-11-09 10:00:00,2020-11-09,NO
NYSE,INVH,Invitation Homes Inc.,2025,2,2025-07-31 11:00:00,2025-07-31,YES
NYSE,INVH,Invitation Homes Inc.,2025,1,2025-05-01 11:00:00,2025-05-01,YES
NYSE,INVH,Invitation Homes Inc.,2024,4,2025-02-27 11:00:00,2025-02-27,YES
NYSE,INVH,Invitation Homes Inc.,2024,3,2024-10-31 14:00:00,2024-10-31,YES
NYSE,INVH,Invitation Homes Inc.,2024,2,2024-07-25 11:00:00,2024-07-25,YES
NYSE,INVH,Invitation Homes Inc.,2024,1,2024-05-01 11:00:00,2024-05-01,YES
NYSE,INVH,Invitation Homes Inc.,2023,4,2024-02-14 11:00:00,2024-02-14,NO
NYSE,INVH,Invitation Homes Inc.,2023,3,2023-10-26 11:00:00,2023-10-26,NO
NYSE,INVH,Invitation Homes Inc.,2023,2,2023-07-27 11:00:00,2023-07-27,NO
NYSE,INVH,Invitation Homes Inc.,2023,1,2023-05-02 11:00:00,2023-05-02,NO
NYSE,INVH,Invitation Homes Inc.,2022,4,2023-02-16 11:00:00,2023-02-16,NO
NYSE,INVH,Invitation Homes Inc.,2022,3,2022-10-27 11:00:00,2022-10-27,NO
NYSE,INVH,Invitation Homes Inc.,2022,2,2022-07-28 11:00:00,2022-07-28,NO
NYSE,INVH,Invitation Homes Inc.,2022,1,2022-04-28 11:00:00,2022-04-28,NO
NYSE,INVH,Invitation Homes Inc.,2021,4,2022-02-16 11:00:00,2022-02-16,NO
NYSE,INVH,Invitation Homes Inc.,2021,3,2021-10-28 11:00:00,2021-10-28,NO
NYSE,INVH,Invitation Homes Inc.,2021,2,2021-07-29 11:00:00,2021-07-29,NO
NYSE,INVH,Invitation Homes Inc.,2020,3,2020-10-29 11:00:00,2020-10-29,NO
NYSE,WY,Weyerhaeuser Company,2025,3,2025-10-31 07:00:00,2025-10-31,FUTURE
NYSE,WY,Weyerhaeuser Company,2025,2,2025-07-25 07:00:00,2025-07-25,YES
NYSE,WY,Weyerhaeuser Company,2025,1,2025-04-25 10:00:00,2025-04-25,YES
NYSE,WY,Weyerhaeuser Company,2024,4,2025-01-31 10:00:00,2025-01-31,YES
NYSE,WY,Weyerhaeuser Company,2024,3,2024-10-25 10:00:00,2024-10-25,YES
NYSE,WY,Weyerhaeuser Company,2024,2,2024-07-26 10:00:00,2024-07-26,YES
NYSE,WY,Weyerhaeuser Company,2024,1,2024-04-26 10:00:00,2024-04-26,YES
NYSE,WY,Weyerhaeuser Company,2023,4,2024-01-26 10:00:00,2024-01-26,NO
NYSE,WY,Weyerhaeuser Company,2023,3,2023-10-27 07:00:00,2023-10-27,NO
NYSE,WY,Weyerhaeuser Company,2023,2,2023-07-28 10:00:00,2023-07-28,NO
NYSE,WY,Weyerhaeuser Company,2023,1,2023-04-28 07:00:00,2023-04-28,NO
NYSE,WY,Weyerhaeuser Company,2022,4,2023-01-27 10:00:00,2023-01-27,NO
NYSE,WY,Weyerhaeuser Company,2022,3,2022-10-28 07:00:00,2022-10-28,NO
NYSE,WY,Weyerhaeuser Company,2022,2,2022-07-29 10:00:00,2022-07-29,NO
NYSE,WY,Weyerhaeuser Company,2022,1,2022-04-29 07:00:00,2022-04-29,NO
NYSE,WY,Weyerhaeuser Company,2021,4,2021-01-28 07:00:00,2021-01-28,NO
NYSE,WY,Weyerhaeuser Company,2021,3,2021-10-29 07:00:00,2021-10-29,NO
NYSE,WY,Weyerhaeuser Company,2021,2,2021-07-30 07:00:00,2021-07-30,NO
NYSE,WY,Weyerhaeuser Company,2021,1,2021-04-30 07:00:00,2021-04-30,NO
NYSE,J,Jacobs Solutions Inc.,2025,3,2025-08-05 10:00:00,2025-08-05,YES
NYSE,J,Jacobs Solutions Inc.,2025,2,2025-05-06 10:00:00,2025-05-06,YES
NYSE,J,Jacobs Solutions Inc.,2025,1,2025-02-04 10:00:00,2025-02-04,YES
NYSE,J,Jacobs Solutions Inc.,2024,4,2024-11-19 10:00:00,2024-11-19,YES
NYSE,J,Jacobs Solutions Inc.,2024,3,2024-08-06 10:00:00,2024-08-06,YES
NYSE,J,Jacobs Solutions Inc.,2024,2,2024-05-07 10:00:00,2024-05-07,YES
NYSE,J,Jacobs Solutions Inc.,2024,1,2024-02-06 10:00:00,2024-02-06,YES
NYSE,J,Jacobs Solutions Inc.,2023,4,2023-11-21 10:00:00,2023-11-21,NO
NYSE,J,Jacobs Solutions Inc.,2023,3,2023-08-08 10:00:00,2023-08-08,NO
NYSE,J,Jacobs Solutions Inc.,2023,2,2023-05-09 10:00:00,2023-05-09,NO
NYSE,J,Jacobs Solutions Inc.,2023,1,2022-02-07 10:00:00,2022-02-07,NO
NYSE,J,Jacobs Solutions Inc.,2022,4,2022-11-21 10:00:00,2022-11-21,NO
NYSE,J,Jacobs Solutions Inc.,2022,3,2022-08-01 08:00:00,2022-08-01,NO
NYSE,J,Jacobs Solutions Inc.,2022,2,2022-05-03 10:00:00,2022-05-03,NO
NYSE,J,Jacobs Solutions Inc.,2022,1,2022-02-08 10:00:00,2022-02-08,NO
NYSE,J,Jacobs Solutions Inc.,2021,4,2021-11-23 10:00:00,2021-11-23,NO
NYSE,J,Jacobs Solutions Inc.,2021,3,2021-08-03 10:00:00,2021-08-03,NO
NYSE,J,Jacobs Solutions Inc.,2021,2,2021-05-10 10:00:00,2021-05-10,NO
NYSE,J,Jacobs Solutions Inc.,2021,1,2021-02-09 10:00:00,2021-02-09,NO
NYSE,J,Jacobs Solutions Inc.,2020,4,2020-11-24 10:00:00,2020-11-24,NO
NYSE,WAT,Waters Corporation,2025,2,2025-08-04 08:00:00,2025-08-04,YES
NYSE,WAT,Waters Corporation,2025,1,2025-05-06 08:00:00,2025-05-06,YES
NYSE,WAT,Waters Corporation,2024,4,2025-02-12 08:00:00,2025-02-12,YES
NYSE,WAT,Waters Corporation,2024,3,2024-11-01 08:00:00,2024-11-01,YES
NYSE,WAT,Waters Corporation,2024,2,2024-07-31 08:00:00,2024-07-31,YES
NYSE,WAT,Waters Corporation,2024,1,2024-05-07 08:00:00,2024-05-07,YES
NYSE,WAT,Waters Corporation,2023,4,2024-02-06 08:00:00,2024-02-06,NO
NYSE,WAT,Waters Corporation,2023,3,2023-11-07 08:00:00,2023-11-07,NO
NYSE,WAT,Waters Corporation,2023,2,2023-08-02 08:00:00,2023-08-02,NO
NYSE,WAT,Waters Corporation,2023,1,2023-05-09 08:00:00,2023-05-09,NO
NYSE,WAT,Waters Corporation,2022,4,2023-02-15 08:00:00,2023-02-15,NO
NYSE,WAT,Waters Corporation,2022,3,2022-11-01 08:00:00,2022-11-01,NO
NYSE,WAT,Waters Corporation,2022,2,2022-08-02 08:00:00,2022-08-02,NO
NYSE,WAT,Waters Corporation,2022,1,2022-05-03 08:00:00,2022-05-03,NO
